cash_amount,currency,declaration_date,dividend_type,ex_dividend_date,frequency,id,pay_date,record_date,ticker
0.35,USD,,CD,2007-07-18,4,E1d772aa6f933eda245d5261f13a02ca2fa4edb82eac570ca47ccf875dedfb33c,2007-08-15,2007-07-20,PG
0.35,USD,,CD,2007-04-25,4,E6d80184737bcad30d92f22825b5e6d75ee9b17952f3297988a6ab36cfb9de419,2007-05-15,2007-04-27,PG
0.31,USD,,CD,2007-01-17,4,E9d8055cebc773b89bd96ed8ddf0f2c3f7aabf4bec61730ba23e9b5df1a9fff9b,2007-02-15,2007-01-19,PG
0.31,USD,,CD,2006-10-18,4,Ed8f9b7e64c6c90d6c7ced62b7708291b8e1e8c9b91b74b55f0fe8e735c33f8df,2006-11-15,2006-10-20,PG
0.31,USD,,CD,2006-07-19,4,E42adc19fb0b54633cd27d307b6adcdfbc8d73dd0b68a7bfccd4ca14bf86d008d,2006-08-15,2006-07-21,PG
0.31,USD,,CD,2006-04-19,4,E4339136668426defddf42acb50f0f7c40017882f0327e75d9d886f5ff05765f0,2006-05-15,2006-04-21,PG
0.28,USD,,CD,2006-01-18,4,E0e6194ce843ae7ed85ec1d54eff875e91d9bc0c83b6e0d0138b530481fbdb714,2006-02-15,2006-01-20,PG
0.28,USD,,CD,2005-10-19,4,E66abb12f4b19db8a2a4ccb43ab9c62d19561132425d810238088a0ee85fcd95d,2005-11-15,2005-10-21,PG
0.28,USD,,CD,2005-07-20,4,Ee1ef16710549335efadab7cb04bef0041d10baaa2dd4674edb34c6aad9eef58e,2005-08-15,2005-07-22,PG
0.28,USD,,CD,2005-04-20,4,E0338f70edb4dc5bc3b019b3649827f4cdf7ef5327f985fc5eff01dba714827fb,2005-05-16,2005-04-22,PG
0.25,USD,,CD,2005-01-19,4,E3cef03b35d6698a1eb51a8c8c4f7aecf313d23f44f997cf9d04f5083443b7724,2005-02-15,2005-01-21,PG
0.25,USD,,CD,2004-10-20,4,Eadfc9cadcfef8e4c3369b0a0f0dfd40c89a298bc1e6b585a07a496b42ae00e1c,2004-11-15,2004-10-22,PG
0.25,USD,,CD,2004-07-21,4,E249f8b7db7214dd21876e76c0bd9b2ed782c40758233bd2811ac609a473f8c88,2004-08-16,2004-07-23,PG
0.5,USD,,CD,2004-04-21,4,E36435a46ec72e5fbc388bd911aa243266898b2eb3166179d9a0fa347bdd4de80,2004-05-14,2004-04-23,PG
0.455,USD,,CD,2004-01-21,4,E7a3ba8ac4374f798797d555430614aa66fda6720c52b163f1a58d5455e804e07,2004-02-17,2004-01-23,PG
0.46,USD,,CD,2003-10-22,4,E2f0a318f7292a53163d5c139d485db028df6e0183c4d06304fdd4abfcac7e575,2003-11-14,2003-10-24,PG
0.455,USD,,CD,2003-07-16,4,E08425cd1c249d382be5dcbe5e119928342dbbec888264af54a73f22f004d5567,2003-08-15,2003-07-18,PG
0.41,USD,,CD,2003-04-15,4,Ef435a8a43fab7ab8456e3d47ccebdbf94cb09ac1a10b198076a10f53e1fd06bc,2003-05-15,2003-04-17,PG
